RECORDING_SESSION_LABEL,TRIAL_INDEX,CURRENT_FIX_INTEREST_AREA_LABEL,CURRENT_FIX_START,CURRENT_FIX_END,CURRENT_FIX_INTEREST_AREA_DWELL_TIME
S01,1,C,316,537,2031
S01,1,C,549,1062,2031
S01,1,C,1103,1261,2031
S01,1,C,1331,1506,1009
S01,1,C,1534,1874,1009
S01,1,.,1909,2066,.
S01,1,C,2093,2251,159
S01,1,.,2298,2513,.
S01,1,.,2536,2820,.
S01,1,C,2858,3025,295
S01,1,C,3032,3158,295
S01,1,C,3214,3411,1009
S01,1,C,3568,3861,1009
S01,1,C,3907,4133,2031
S01,1,C,4141,4477,2031
S01,1,C,4521,5036,580
S01,1,C,5055,5118,580
S01,1,C,5143,5443,301
S01,1,O,5483,5778,595
S01,1,O,5805,6103,595
S01,1,O,6130,6611,482
S01,1,O,6651,6860,763
S01,1,O,6887,7439,763
S01,1,C,7472,7818,2031
S01,1,C,7861,8085,2031
S01,2,O,348,632,965
S01,2,O,667,788,785
S01,2,O,823,1098,681
S01,2,O,1125,1291,446
S01,2,O,1339,1622,951
S01,2,O,1644,2141,951
S01,2,O,2173,2341,951
S01,2,O,2368,2540,965
S01,2,.,2602,2765,.
S01,2,C,2784,3029,691
S01,2,O,3071,3320,998
S01,2,O,3345,3628,998
S01,2,O,3666,3895,230
S01,2,O,4099,4283,965
S01,2,.,4327,4458,.
S01,2,.,4494,4648,.
S01,2,.,4665,4933,.
S01,2,O,4958,5277,320
S01,2,O,5318,5639,965
S01,2,O,5678,5962,785
S01,2,O,5981,6358,785
S01,2,O,6397,6675,446
S01,2,O,6708,7171,998
S01,2,C,7208,7652,691
S01,2,.,7670,7933,.
S01,2,O,7971,8091,681
S01,3,E,258,362,601
S01,3,E,384,636,601
S01,3,E,665,907,601
S01,3,O,957,1244,4169
S01,3,O,1287,1503,4169
S01,3,O,1537,1696,4169
S01,3,O,1717,1942,4169
S01,3,O,1968,2066,4169
S01,3,O,2106,2450,4169
S01,3,O,2496,2762,4169
S01,3,O,2800,2988,4169
S01,3,O,3013,3244,4169
S01,3,O,3269,3476,4169
S01,3,O,3489,3848,4169
S01,3,O,3870,4254,4169
S01,3,O,4284,4459,4169
S01,3,O,4504,4788,4169
S01,3,O,4805,4996,4169
S01,3,O,5041,5258,4169
S01,3,O,5296,5617,4169
S01,3,O,5643,6253,2232
S01,3,O,6265,6704,2232
S01,3,O,6914,8094,2232
S01,4,C,290,444,3411
S01,4,C,488,943,3411
S01,4,C,1158,1601,3411
S01,4,C,1625,2219,3411
S01,4,O,2276,2409,544
S01,4,C,2600,2884,3411
S01,4,C,2928,3330,3411
S01,4,O,3375,4113,920
S01,4,O,4128,4308,920
S01,4,C,4348,4816,3411
S01,4,C,4831,5224,3411
S01,4,.,5275,5456,.
S01,4,.,5627,5728,.
S01,4,O,5766,6175,544
S01,4,C,6403,6481,3411
S01,4,C,6513,6643,3411
S01,4,.,6698,6984,.
S01,4,O,7035,7266,938
S01,4,O,7283,7421,938
S01,4,O,7467,7824,938
S01,4,O,7845,8053,938
S01,5,O,277,312,184
S01,5,.,339,468,.
S01,5,C,484,981,498
S01,5,E,1031,1224,369
S01,5,.,1252,1397,.
S01,5,.,1419,1539,.
S01,5,O,1609,1770,162
S01,5,.,1784,1907,.
S01,5,E,1922,2106,185
S01,5,O,2157,2304,184
S01,5,.,2357,2574,.
S01,5,.,2615,2752,.
S01,5,C,2774,3018,622
S01,5,E,3066,3240,369
S01,5,E,3280,3442,565
S01,5,E,3462,3623,565
S01,5,E,3653,3892,565
S01,5,E,3945,4197,434
S01,5,E,4212,4392,434
S01,5,.,4428,4569,.
S01,5,C,4592,4749,622
S01,5,O,4786,5042,257
S01,5,.,5068,5209,.
S01,5,C,5234,5452,622
S01,5,.,5481,5666,.
S01,5,.,5689,5937,.
S01,5,.,5988,6434,.
S01,5,.,6485,6765,.
S01,5,.,6932,7060,.
S01,5,.,7083,7352,.
S01,5,C,7372,7652,492
S01,5,C,7846,8056,492
S01,5,.,8077,8108,.
S01,6,E,320,541,2751
S01,6,E,572,930,2751
S01,6,E,976,1139,2751
S01,6,E,1358,1432,2751
S01,6,E,1481,1630,2751
S01,6,C,1672,2284,1549
S01,6,E,2347,3040,2751
S01,6,.,3089,3571,.
S01,6,E,3613,3719,2751
S01,6,E,3965,3995,2751
S01,6,C,4024,4828,1549
S01,6,E,4892,5684,2751
S01,6,E,5716,5871,2751
S01,6,C,5921,6051,1549
S01,6,O,6099,6359,1003
S01,6,O,6396,6666,798
S01,6,O,6717,7032,798
S01,6,O,7067,7277,798
S01,6,O,7346,8087,1003
S01,7,C,278,446,980
S01,7,C,463,683,980
S01,7,C,729,958,954
S01,7,C,967,1690,954
S01,7,.,1726,1867,.
S01,7,O,1894,2336,1457
S01,7,.,2372,2556,.
S01,7,.,2567,2699,.
S01,7,C,2749,2931,980
S01,7,C,2943,3349,980
S01,7,C,3373,3571,403
S01,7,C,3588,3791,403
S01,7,.,3803,4144,.
S01,7,O,4199,4364,166
S01,7,.,4376,4490,.
S01,7,.,4518,4709,.
S01,7,O,4736,4928,1457
S01,7,.,4954,5149,.
S01,7,.,5163,5440,.
S01,7,.,5481,5869,.
S01,7,.,5896,6069,.
S01,7,O,6110,6283,174
S01,7,.,6305,6534,.
S01,7,.,6580,6787,.
S01,7,O,6826,7196,371
S01,7,O,7251,7480,1457
S01,7,O,7506,8096,1457
S01,8,O,256,408,153
S01,8,C,442,630,334
S01,8,C,651,795,334
S01,8,.,847,1031,.
S01,8,C,1043,1260,218
S01,8,.,1273,1689,.
S01,8,O,1770,2062,449
S01,8,O,2073,2228,449
S01,8,.,2281,2552,.
S01,8,C,2575,2772,198
S01,8,O,2797,3191,3714
S01,8,O,3249,3523,993
S01,8,O,3557,4059,993
S01,8,O,4093,4251,3714
S01,8,O,4294,4621,3714
S01,8,O,4661,4929,3714
S01,8,O,4956,5814,3714
S01,8,O,5837,6793,3714
S01,8,O,7020,7119,3714
S01,8,O,7154,7690,3714
S01,8,O,7712,7821,3714
S01,8,O,7884,8098,993
S01,9,C,233,483,1352
S01,9,C,499,754,1352
S01,9,C,781,1069,1352
S01,9,C,1106,1271,1352
S01,9,C,1308,1475,1352
S01,9,C,1513,1734,1352
S01,9,O,1770,2003,2044
S01,9,C,2050,2204,1540
S01,9,C,2274,2463,677
S01,9,C,2472,2725,677
S01,9,O,2764,2927,282
S01,9,.,2950,3287,.
S01,9,O,3327,3528,2044
S01,9,O,3568,3685,282
S01,9,C,3715,3947,677
S01,9,.,3991,4114,.
S01,9,.,4153,4356,.
S01,9,C,4373,4558,324
S01,9,C,4567,4704,324
S01,9,O,4758,4976,2044
S01,9,.,4992,5083,.
S01,9,O,5130,5425,2044
S01,9,O,5457,5615,2044
S01,9,O,5643,5946,2044
S01,9,C,5987,6136,1540
S01,9,C,6157,7391,1540
S01,9,O,7439,7580,2044
S01,9,O,7605,8024,2044
S01,9,O,8035,8102,2044
S01,10,E,249,460,212
S01,10,O,496,641,146
S01,10,C,662,975,769
S01,10,C,986,1241,769
S01,10,C,1254,1452,769
S01,10,.,1494,1613,.
S01,10,O,1637,1851,3782
S01,10,O,1899,2137,3782
S01,10,O,2171,2354,3782
S01,10,O,2392,2541,3782
S01,10,O,2549,3012,3782
S01,10,O,3053,3351,3782
S01,10,O,3364,3490,3782
S01,10,O,3499,3764,3782
S01,10,O,3811,4002,1432
S01,10,O,4032,4294,3782
S01,10,.,4327,4565,.
S01,10,O,4589,4782,1432
S01,10,O,4820,5031,1432
S01,10,O,5066,5405,1432
S01,10,O,5417,5562,1432
S01,10,O,5604,5951,1432
S01,10,O,5985,6236,3782
S01,10,O,6277,6429,3782
S01,10,O,6447,6595,3782
S01,10,O,6624,6851,3782
S01,10,O,6875,7053,3782
S01,10,O,7060,7459,3782
S01,10,O,7501,7714,3782
S01,10,C,7739,7977,327
S01,10,C,7999,8086,327
S01,11,C,301,476,1768
S01,11,C,490,945,1768
S01,11,T,992,1141,712
S01,11,T,1164,1404,712
S01,11,C,1449,1653,1768
S01,11,C,1665,1858,1768
S01,11,T,1908,2308,401
S01,11,O,2348,2617,2947
S01,11,O,2655,2829,2947
S01,11,O,2855,2969,2947
S01,11,O,3015,3482,2947
S01,11,O,3529,3805,2947
S01,11,C,3849,4017,807
S01,11,C,4041,4323,807
S01,11,C,4343,4697,807
S01,11,T,4743,5063,712
S01,11,.,5105,5355,.
S01,11,O,5401,5536,136
S01,11,O,5580,5801,2947
S01,11,O,5820,6189,2947
S01,11,O,6214,6807,2947
S01,11,O,6832,7146,2947
S01,11,O,7167,7307,2947
S01,11,C,7334,7481,1768
S01,11,C,7497,7768,1768
S01,11,C,7776,8092,1768
S01,12,O,155,262,1126
S01,12,C,296,620,1318
S01,12,C,633,1102,1318
S01,12,C,1123,1645,1318
S01,12,O,1687,1787,1126
S01,12,C,1820,1951,1695
S01,12,C,1964,2232,1695
S01,12,C,2242,2385,1695
S01,12,C,2398,2573,1695
S01,12,C,2581,2820,1695
S01,12,C,2836,3213,1695
S01,12,O,3259,3709,451
S01,12,C,3752,3963,1695
S01,12,C,3975,4118,1695
S01,12,.,4164,4374,.
S01,12,C,4414,4551,1476
S01,12,C,4594,4819,754
S01,12,C,4834,4995,754
S01,12,C,5012,5218,754
S01,12,C,5241,5399,754
S01,12,C,5441,5568,1476
S01,12,C,5589,6027,1476
S01,12,C,6050,6220,1476
S01,12,C,6234,6351,1476
S01,12,C,6369,6850,1476
S01,12,O,6892,7307,1126
S01,12,O,7359,7859,1126
S01,12,.,7898,8101,.
S01,13,O,323,462,780
S01,13,O,483,693,780
S01,13,C,747,1233,1183
S01,13,C,1245,1789,1183
S01,13,C,1807,1957,1183
S01,13,O,2001,2250,478
S01,13,E,2274,2588,315
S01,13,O,2609,2823,2569
S01,13,O,2847,3074,478
S01,13,O,3116,3294,2569
S01,13,O,3312,3586,2569
S01,13,O,3620,3789,815
S01,13,O,3829,3977,815
S01,13,O,4003,4184,815
S01,13,O,4227,4459,2569
S01,13,O,4521,4653,780
S01,13,O,4676,4850,780
S01,13,C,4889,5190,302
S01,13,.,5213,5489,.
S01,13,O,5532,5758,815
S01,13,O,5792,5878,815
S01,13,O,5902,6067,166
S01,13,O,6100,6220,780
S01,13,O,6265,6505,2569
S01,13,O,6549,6833,2569
S01,13,.,6871,7142,.
S01,13,O,7164,7308,2569
S01,13,O,7347,7751,2569
S01,13,O,7773,8094,2569
S01,14,C,267,382,1940
S01,14,C,406,817,1940
S01,14,C,830,1022,1940
S01,14,C,1036,1344,1940
S01,14,C,1356,1554,1940
S01,14,O,1580,1767,188
S01,14,C,1806,1972,3182
S01,14,C,1984,2370,3182
S01,14,C,2396,2613,3182
S01,14,C,2665,3081,895
S01,14,C,3094,3166,895
S01,14,C,3184,3588,895
S01,14,C,3624,4049,1086
S01,14,C,4056,4267,1086
S01,14,C,4300,4451,1086
S01,14,C,4458,4753,1086
S01,14,C,4810,4953,3182
S01,14,C,4972,5401,3182
S01,14,C,5411,5603,3182
S01,14,C,5624,6086,3182
S01,14,C,6113,6274,3182
S01,14,C,6286,6719,3182
S01,14,C,6737,7320,3182
S01,14,C,7362,7832,1940
S01,14,C,7847,8086,1940
S01,15,C,247,472,1380
S01,15,C,495,754,1380
S01,15,C,783,1042,1380
S01,15,C,1076,1239,1380
S01,15,C,1251,1720,1380
S01,15,O,1775,2039,265
S01,15,.,2084,2282,.
S01,15,.,2307,2555,.
S01,15,O,2572,2788,217
S01,15,C,2833,2994,901
S01,15,C,3014,3203,901
S01,15,C,3212,3480,901
S01,15,C,3491,3770,901
S01,15,O,3821,4055,2144
S01,15,C,4104,4252,726
S01,15,C,4273,4741,726
S01,15,C,4760,4867,726
S01,15,.,4899,5032,.
S01,15,O,5085,5335,2144
S01,15,O,5361,5667,2144
S01,15,O,5692,6353,2144
S01,15,E,6392,6756,365
S01,15,.,6780,7182,.
S01,15,O,7222,7453,2144
S01,15,O,7478,7693,2144
S01,15,O,7715,7955,2144
S01,15,.,7974,8101,.
S01,16,.,219,339,.
S01,16,C,363,488,1587
S01,16,C,505,667,1587
S01,16,C,688,977,1587
S01,16,C,1000,1281,1587
S01,16,C,1300,1330,1587
S01,16,C,1544,1653,1587
S01,16,C,1696,1897,1063
S01,16,C,1907,2200,1063
S01,16,C,2212,2410,1063
S01,16,C,2427,2609,1063
S01,16,C,2626,2810,1063
S01,16,O,2863,3159,1028
S01,16,O,3183,3369,1028
S01,16,O,3395,3706,1028
S01,16,O,3748,3930,930
S01,16,O,3956,4594,930
S01,16,C,4680,4780,283
S01,16,C,4800,4981,283
S01,16,C,5039,5294,1587
S01,16,C,5320,5462,1587
S01,16,.,5501,5630,.
S01,16,.,5642,5991,.
S01,16,C,6040,6225,1587
S01,16,.,6268,6507,.
S01,16,O,6533,6764,1028
S01,16,.,6809,6976,.
S01,16,O,6993,7408,416
S01,16,.,7465,7690,.
S01,16,.,7710,7959,.
S01,16,O,7992,8099,930
S01,17,C,74,240,2317
S01,17,C,267,551,2317
S01,17,C,557,685,2317
S01,17,C,720,906,2317
S01,17,C,915,1196,2317
S01,17,C,1209,1553,2317
S01,17,C,1561,1733,2317
S01,17,O,1774,1944,171
S01,17,C,1975,2241,867
S01,17,C,2252,2370,867
S01,17,C,2408,2639,867
S01,17,C,2664,2912,867
S01,17,C,2955,3216,450
S01,17,.,3258,3519,.
S01,17,.,3545,3756,.
S01,17,O,3806,3964,159
S01,17,C,3990,4177,450
S01,17,.,4214,4370,.
S01,17,O,4411,4554,144
S01,17,.,4605,4892,.
S01,17,.,4904,5051,.
S01,17,.,5096,5206,.
S01,17,.,5252,5415,.
S01,17,.,5450,5808,.
S01,17,.,5822,6274,.
S01,17,.,6320,6669,.
S01,17,.,6719,6945,.
S01,17,.,6979,7087,.
S01,17,C,7131,7460,2317
S01,17,C,7497,7706,2317
S01,17,C,7722,7930,2317
S01,17,.,7969,8105,.
S01,18,C,242,356,550
S01,18,C,375,666,550
S01,18,C,686,828,550
S01,18,E,873,1059,355
S01,18,E,1086,1253,355
S01,18,C,1296,1464,838
S01,18,C,1474,1592,838
S01,18,E,1615,1793,695
S01,18,E,1804,2150,695
S01,18,C,2158,2707,838
S01,18,E,2730,2898,695
S01,18,O,2943,3128,1983
S01,18,O,3152,3397,1983
S01,18,O,3415,3995,1983
S01,18,E,4037,4377,749
S01,18,O,4416,4619,1983
S01,18,O,4682,4882,805
S01,18,O,4922,5372,805
S01,18,O,5418,5602,185
S01,18,E,5622,5794,901
S01,18,E,5815,6355,901
S01,18,E,6381,6567,901
S01,18,O,6618,6770,805
S01,18,E,6819,7053,749
S01,18,E,7064,7236,749
S01,18,O,7279,7603,1983
S01,18,O,7629,7938,1983
S01,18,O,7956,8086,1983
S01,19,C,91,281,2418
S01,19,.,320,433,.
S01,19,C,461,1063,2418
S01,19,C,1078,1347,2418
S01,19,C,1360,1645,2418
S01,19,C,1655,2184,2418
S01,19,.,2191,2341,.
S01,19,.,2388,2557,.
S01,19,.,2564,2800,.
S01,19,.,2826,2963,.
S01,19,C,2996,3216,221
S01,19,.,3261,3396,.
S01,19,.,3432,3676,.
S01,19,O,3717,3893,1134
S01,19,O,3932,4046,1134
S01,19,O,4082,4249,1134
S01,19,C,4294,4461,1538
S01,19,C,4483,4676,1538
S01,19,C,4697,4988,1538
S01,19,C,5022,5211,1538
S01,19,C,5229,5458,1538
S01,19,C,5480,5658,1538
S01,19,C,5684,5881,1538
S01,19,C,6111,6176,1538
S01,19,C,6192,6212,1538
S01,19,O,6253,6428,1134
S01,19,O,6467,6594,1134
S01,19,O,6616,6985,1134
S01,19,C,7026,7208,2418
S01,19,C,7220,7366,2418
S01,19,C,7379,7586,2418
S01,19,.,7628,7781,.
S01,19,.,7795,8095,.
S01,20,C,34,225,1452
S01,20,C,250,486,1452
S01,20,C,528,876,1452
S01,20,C,902,1178,1452
S01,20,E,1207,1478,900
S01,20,C,1514,1599,1452
S01,20,C,1651,1961,1452
S01,20,.,2001,3325,.
S01,20,O,3340,3491,604
S01,20,.,3514,3595,.
S01,20,E,3667,3836,900
S01,20,E,3853,4035,900
S01,20,E,4053,4327,900
S01,20,O,4381,4466,604
S01,20,.,4493,4607,.
S01,20,C,4643,4770,2392
S01,20,C,4812,4939,2392
S01,20,C,4974,5092,2392
S01,20,C,5113,5418,2392
S01,20,C,5435,5634,2392
S01,20,C,5675,5816,2392
S01,20,C,5841,6020,2392
S01,20,C,6033,6565,2392
S01,20,C,6600,6838,2392
S01,20,C,6849,7265,2392
S01,20,O,7307,7487,336
S01,20,O,7529,7683,336
S01,20,O,7725,7894,604
S01,20,O,7913,8108,604
S01,21,O,294,472,277
S01,21,O,505,680,1117
S01,21,O,740,912,332
S01,21,O,922,1080,332
S01,21,.,1086,1541,.
S01,21,O,1550,1782,400
S01,21,O,1798,1964,400
S01,21,C,2012,2223,2316
S01,21,C,2236,2846,2316
S01,21,C,2862,3125,2316
S01,21,C,3167,3370,2316
S01,21,C,3382,3598,2316
S01,21,C,3641,3843,2316
S01,21,C,3879,4305,2316
S01,21,C,4324,4501,2316
S01,21,.,4558,4709,.
S01,21,O,4754,4972,668
S01,21,.,4997,5167,.
S01,21,.,5213,5751,.
S01,21,.,5764,6058,.
S01,21,.,6103,6359,.
S01,21,O,6410,6507,277
S01,21,O,6543,6656,1117
S01,21,O,6676,6960,1117
S01,21,O,7013,7554,1117
S01,21,O,7630,7827,668
S01,21,O,7851,8101,668
S01,22,.,249,338,.
S01,22,C,362,553,641
S01,22,C,572,779,641
S01,22,C,786,1026,641
S01,22,C,1086,1309,749
S01,22,C,1330,1478,749
S01,22,E,1526,1759,234
S01,22,C,1807,1987,749
S01,22,C,2005,2199,749
S01,22,O,2244,2459,1979
S01,22,C,2506,2645,1292
S01,22,O,2671,2799,1507
S01,22,O,2818,2971,1507
S01,22,O,2978,3164,1507
S01,22,C,3227,3585,1292
S01,22,C,3596,3965,1292
S01,22,C,3973,4162,1292
S01,22,C,4184,4416,1292
S01,22,O,4460,4705,1979
S01,22,O,4728,4924,1979
S01,22,O,4953,5166,1979
S01,22,O,5206,5393,1979
S01,22,O,5413,5573,1979
S01,22,O,5610,5787,1979
S01,22,O,5803,5970,1979
S01,22,O,6009,6419,1979
S01,22,O,6468,6635,1507
S01,22,O,6667,6815,1507
S01,22,O,6834,7042,1507
S01,22,.,7078,7194,.
S01,22,C,7216,7524,309
S01,22,O,7561,7787,1507
S01,22,O,7815,8098,1507
S01,23,.,354,530,.
S01,23,O,551,878,2536
S01,23,.,918,1049,.
S01,23,.,1067,1252,.
S01,23,C,1277,1548,424
S01,23,C,1561,1712,424
S01,23,C,1769,1927,475
S01,23,C,1935,2250,475
S01,23,.,2303,2642,.
S01,23,O,2660,2728,69
S01,23,.,2750,3296,.
S01,23,.,3348,3536,.
S01,23,.,3548,3822,.
S01,23,O,3868,4022,918
S01,23,C,4061,4311,251
S01,23,O,4351,4555,2536
S01,23,O,4599,4860,918
S01,23,O,4874,5110,918
S01,23,O,5139,5402,918
S01,23,O,5445,5737,2536
S01,23,O,5767,5941,2536
S01,23,O,5979,6549,2536
S01,23,O,6592,6803,2536
S01,23,O,6821,6982,2536
S01,23,.,7014,7163,.
S01,23,C,7188,7376,189
S01,23,O,7411,7533,2536
S01,23,O,7572,7853,2536
S01,23,O,7911,8095,2536
S01,24,C,295,423,1598
S01,24,C,447,676,1598
S01,24,C,696,868,1598
S01,24,C,882,1209,1598
S01,24,C,1223,1392,1598
S01,24,C,1430,1594,1598
S01,24,O,1644,2166,1523
S01,24,E,2223,2343,440
S01,24,E,2362,2474,440
S01,24,C,2503,2787,701
S01,24,E,2826,3031,440
S01,24,C,3067,3277,701
S01,24,C,3299,3503,701
S01,24,.,3538,3694,.
S01,24,.,3740,3970,.
S01,24,.,3996,4090,.
S01,24,.,4279,4339,.
S01,24,C,4378,4516,139
S01,24,O,4560,4720,1523
S01,24,O,4734,4959,1523
S01,24,.,4996,5164,.
S01,24,.,5175,5671,.
S01,24,O,5696,5881,1523
S01,24,O,5909,6131,1523
S01,24,C,6378,6599,752
S01,24,C,6611,6866,752
S01,24,C,6889,7162,752
S01,24,C,7217,7469,1598
S01,24,C,7486,7635,1598
S01,24,O,7677,7880,1523
S01,24,C,7918,8103,186
S01,25,E,262,418,157
