RECORDING_SESSION_LABEL,TRIAL_INDEX,CURRENT_FIX_INTEREST_AREA_LABEL,CURRENT_FIX_START,CURRENT_FIX_END,CURRENT_FIX_INTEREST_AREA_DWELL_TIME
S06,1,.,285,530,.
S06,1,.,537,568,.
S06,1,C,594,950,3529
S06,1,C,964,1098,3529
S06,1,C,1110,1246,3529
S06,1,O,1523,1632,354
S06,1,O,1659,2001,729
S06,1,O,2036,2180,729
S06,1,O,2227,2470,354
S06,1,O,2516,2759,982
S06,1,O,2782,2961,982
S06,1,O,2982,3288,982
S06,1,O,3307,3364,982
S06,1,O,3401,3447,982
S06,1,O,3584,3729,982
S06,1,O,3979,4219,729
S06,1,O,4262,4398,137
S06,1,.,4424,4599,.
S06,1,.,4615,4780,.
S06,1,C,5004,5041,3529
S06,1,C,5083,5239,3529
S06,1,C,5250,5482,3529
S06,1,C,5495,5756,3529
S06,1,C,5763,5978,3529
S06,1,C,5991,6224,3529
S06,1,C,6248,6867,3529
S06,1,C,6880,7209,3529
S06,1,C,7248,7404,3529
S06,1,C,7416,7568,3529
S06,1,C,7584,7765,3529
S06,1,C,7779,8096,3529
S06,2,.,621,779,.
S06,2,C,797,965,646
S06,2,C,976,1236,646
S06,2,O,1280,1482,203
S06,2,O,1503,1653,343
S06,2,O,1675,1866,343
S06,2,O,1893,2749,1629
S06,2,O,2760,2980,1629
S06,2,O,3000,3612,613
S06,2,O,3626,4176,1629
S06,2,O,4213,4604,1157
S06,2,O,4627,4848,222
S06,2,O,4888,5074,878
S06,2,O,5102,5363,878
S06,2,.,5375,6227,.
S06,2,O,6237,6484,878
S06,2,O,6505,6685,878
S06,2,O,6712,6921,1157
S06,2,O,6930,7052,1157
S06,2,O,7074,7366,1157
S06,2,O,7392,7530,1157
S06,2,.,7591,7852,.
S06,2,C,7875,8034,646
S06,2,C,8047,8102,646
S06,3,O,61,292,3675
S06,3,O,329,532,3675
S06,3,O,554,737,3675
S06,3,O,752,964,3675
S06,3,O,1006,1189,3675
S06,3,O,1212,1264,3675
S06,3,O,1713,2025,3675
S06,3,O,2035,2216,3675
S06,3,O,2515,2641,3675
S06,3,O,2678,3024,1510
S06,3,O,3047,3193,1510
S06,3,O,3212,3307,1510
S06,3,E,3434,3655,787
S06,3,E,3683,4009,787
S06,3,E,4040,4277,787
S06,3,O,4337,4505,3675
S06,3,O,4531,4695,3675
S06,3,O,4711,4997,3675
S06,3,O,5028,5201,3675
S06,3,O,5216,5489,3675
S06,3,O,5518,5745,3675
S06,3,O,5788,6165,3675
S06,3,O,6174,6366,3675
S06,3,O,6406,6574,1510
S06,3,O,6600,6800,1510
S06,3,O,6819,7268,1510
S06,3,O,7289,7388,1510
S06,3,O,7468,7582,3675
S06,3,.,7603,7820,.
S06,3,.,7842,8055,.
S06,4,C,345,459,2019
S06,4,C,500,672,2019
S06,4,C,694,902,2019
S06,4,C,922,1066,2019
S06,4,O,1099,1240,952
S06,4,C,1274,1454,2019
S06,4,C,1495,1812,2019
S06,4,O,1860,2142,773
S06,4,O,2205,2415,2157
S06,4,O,2451,2622,2157
S06,4,.,2706,2886,.
S06,4,.,2918,3133,.
S06,4,O,3194,3397,952
S06,4,O,3418,3828,952
S06,4,O,3844,4038,952
S06,4,.,4054,4243,.
S06,4,O,4296,4601,2157
S06,4,O,4664,4900,2157
S06,4,O,4935,5274,2157
S06,4,O,5307,5472,2157
S06,4,O,5525,5733,773
S06,4,O,5743,6023,773
S06,4,.,6063,6182,.
S06,4,C,6217,6399,2019
S06,4,C,6421,6598,2019
S06,4,O,6650,6898,2157
S06,4,O,6912,7121,2157
S06,4,O,7160,7425,2157
S06,4,C,7499,7717,2019
S06,4,C,7757,7925,2019
S06,4,C,7966,8094,2019
S06,5,O,268,474,268
S06,5,O,483,543,268
S06,5,.,593,705,.
S06,5,E,730,891,162
S06,5,.,907,1258,.
S06,5,.,1315,1446,.
S06,5,C,1468,1776,470
S06,5,.,1825,1989,.
S06,5,.,2008,2192,.
S06,5,.,2199,2351,.
S06,5,E,2361,2449,89
S06,5,.,2495,2723,.
S06,5,.,2732,2859,.
S06,5,C,2875,3035,470
S06,5,C,3061,3246,186
S06,5,E,3287,3456,336
S06,5,E,3469,3634,336
S06,5,E,3672,3809,309
S06,5,E,3825,3995,309
S06,5,.,4011,4080,.
S06,5,.,4087,4141,.
S06,5,C,4182,4358,1184
S06,5,C,4373,4710,1184
S06,5,C,4724,5238,1184
S06,5,C,5253,5406,1184
S06,5,O,5482,5641,580
S06,5,O,5661,5836,580
S06,5,O,5844,6087,580
S06,5,C,6121,6432,511
S06,5,C,6444,6642,511
S06,5,E,6677,6887,1324
S06,5,E,6904,7072,1324
S06,5,E,7089,7488,1324
S06,5,E,7509,7780,1324
S06,5,E,7799,8070,1324
S06,6,E,321,443,1365
S06,6,E,469,751,1365
S06,6,E,775,904,1365
S06,6,E,941,1236,1365
S06,6,C,1289,1536,1007
S06,6,E,1582,1864,1365
S06,6,E,1906,2155,1365
S06,6,C,2196,2343,1007
S06,6,C,2360,2633,1007
S06,6,C,2651,2987,1007
S06,6,O,3041,3194,892
S06,6,O,3229,3522,892
S06,6,O,3897,4101,780
S06,6,O,4139,4302,892
S06,6,.,4313,4483,.
S06,6,O,4608,4677,780
S06,6,.,4759,5014,.
S06,6,.,5021,5167,.
S06,6,O,5690,5724,780
S06,6,O,5768,5930,780
S06,6,.,5948,6067,.
S06,6,O,6099,6235,780
S06,6,O,6263,6432,780
S06,6,O,6505,6560,814
S06,6,O,6888,7145,814
S06,6,O,7192,7446,814
S06,6,O,7484,7728,814
S06,6,O,7776,8055,892
S06,7,.,251,384,.
S06,7,C,396,543,568
S06,7,C,559,978,568
S06,7,C,1026,1202,357
S06,7,C,1212,1391,357
S06,7,C,1435,1653,219
S06,7,.,1701,1826,.
S06,7,C,1849,2030,1253
S06,7,C,2047,2225,1253
S06,7,C,2239,2679,1253
S06,7,C,2696,2858,1253
S06,7,C,2869,3156,1253
S06,7,O,3188,3471,284
S06,7,O,3543,3817,1463
S06,7,.,3830,3894,.
S06,7,O,3921,4078,1463
S06,7,O,4116,4269,707
S06,7,E,4290,4538,586
S06,7,O,4576,4820,1463
S06,7,O,4839,5197,1463
S06,7,.,5239,5423,.
S06,7,E,5439,5775,586
S06,7,O,5806,5977,707
S06,7,O,5993,6133,707
S06,7,O,6176,6415,707
S06,7,.,6449,6674,.
S06,7,.,6740,6946,.
S06,7,O,6985,7410,1463
S06,7,O,7451,7540,90
S06,7,.,7597,7750,.
S06,7,.,7788,7872,.
S06,7,.,7896,8069,.
S06,8,C,320,450,2802
S06,8,C,468,698,2802
S06,8,C,723,933,2802
S06,8,C,942,1113,2802
S06,8,O,1152,1539,1403
S06,8,C,1563,1722,2802
S06,8,C,1732,1939,2802
S06,8,C,1972,2116,2802
S06,8,C,2136,2469,2802
S06,8,C,2490,2901,2802
S06,8,.,2959,3101,.
S06,8,.,3117,3262,.
S06,8,.,3281,3506,.
S06,8,O,3559,3884,1397
S06,8,O,3910,4075,1397
S06,8,O,4125,4383,1397
S06,8,O,4402,4584,1397
S06,8,O,4592,4881,1397
S06,8,O,4933,5105,1397
S06,8,C,5128,5325,379
S06,8,C,5339,5519,379
S06,8,O,5578,5875,298
S06,8,C,5920,6076,2802
S06,8,O,6098,6638,1403
S06,8,.,6683,6887,.
S06,8,C,6911,7161,2802
S06,8,C,7177,7400,2802
S06,8,C,7415,7580,2802
S06,8,O,7616,7811,1403
S06,8,O,7818,8095,1403
S06,9,.,242,333,.
S06,9,C,359,515,1620
S06,9,C,537,647,1620
S06,9,C,686,909,1620
S06,9,C,937,1140,1620
S06,9,C,1155,1331,1620
S06,9,O,1391,1666,513
S06,9,O,1674,1910,513
S06,9,C,1953,2177,1620
S06,9,C,2200,2322,1620
S06,9,C,2343,2510,1620
S06,9,C,2521,2751,1620
S06,9,O,2777,2965,2165
S06,9,O,3012,3192,530
S06,9,O,3211,3368,530
S06,9,C,3403,3609,323
S06,9,C,3623,3738,323
S06,9,O,3770,3960,530
S06,9,O,4003,4317,2165
S06,9,O,4361,4500,2165
S06,9,O,4521,4797,2165
S06,9,O,4819,5023,2165
S06,9,O,5038,5300,2165
S06,9,O,5313,5453,2165
S06,9,C,5499,6196,1235
S06,9,C,6220,6419,1235
S06,9,C,6429,6765,1235
S06,9,.,6789,6903,.
S06,9,O,6934,7224,2165
S06,9,O,7248,7363,2165
S06,9,O,7384,7419,2165
S06,9,O,7447,7517,2165
S06,9,O,7601,7721,2165
S06,10,O,265,329,4017
S06,10,E,371,528,158
S06,10,O,555,712,305
S06,10,C,730,951,744
S06,10,C,960,1177,744
S06,10,C,1187,1337,744
S06,10,C,1350,1502,744
S06,10,O,1524,1670,305
S06,10,O,1721,1907,4017
S06,10,O,1922,2315,4017
S06,10,O,2332,2558,4017
S06,10,O,2599,2791,4017
S06,10,O,2818,2975,4017
S06,10,O,3035,3081,145
S06,10,O,3182,3279,145
S06,10,O,3354,3751,4017
S06,10,C,3779,3959,340
S06,10,C,3971,4129,340
S06,10,O,4156,4330,4017
S06,10,O,4343,4476,4017
S06,10,O,4496,4636,4017
S06,10,O,4663,4847,4017
S06,10,O,4862,5055,4017
S06,10,O,5072,5323,4017
S06,10,O,5338,5615,4017
S06,10,O,5638,5778,4017
S06,10,O,5843,5958,661
S06,10,O,6438,6528,661
S06,10,O,6580,7033,661
S06,10,O,7107,7240,4017
S06,10,O,7265,7425,4017
S06,10,O,7436,7712,4017
S06,10,O,7722,7879,4017
S06,10,O,7889,7959,4017
S06,10,O,8002,8095,4017
S06,11,O,246,375,2858
S06,11,C,404,650,1740
S06,11,C,663,785,1740
S06,11,C,797,1610,1740
S06,11,C,1621,2005,1740
S06,11,C,2024,2194,1740
S06,11,.,2221,2336,.
S06,11,.,2379,2816,.
S06,11,O,2872,3087,2858
S06,11,O,3110,3279,2858
S06,11,O,3311,3512,2858
S06,11,O,3525,3722,2858
S06,11,O,3735,3882,2858
S06,11,.,3944,4289,.
S06,11,C,4304,4462,1012
S06,11,.,4488,4774,.
S06,11,C,4810,5047,1012
S06,11,C,5065,5141,1012
S06,11,C,5189,5334,1012
S06,11,C,5377,5560,1012
S06,11,O,5605,5862,2858
S06,11,O,5871,6065,2858
S06,11,C,6131,6338,1012
S06,11,O,6754,8094,2858
S06,12,O,68,275,1038
S06,12,O,310,430,1038
S06,12,C,454,597,1360
S06,12,C,605,950,1360
S06,12,C,963,1186,1360
S06,12,C,1201,1384,1360
S06,12,C,1407,1837,1360
S06,12,C,1853,1883,1360
S06,12,C,1928,2065,612
S06,12,C,2080,2261,612
S06,12,C,2277,2568,612
S06,12,O,2620,2805,1038
S06,12,C,2863,3082,2272
S06,12,C,3103,3173,2272
S06,12,C,3192,3398,2272
S06,12,C,3409,3559,2272
S06,12,C,3596,3794,2272
S06,12,C,3802,4267,2272
S06,12,C,4282,4441,2272
S06,12,C,4459,4819,2272
S06,12,C,4846,5282,2272
S06,12,C,5322,5663,877
S06,12,C,5680,6214,877
S06,12,.,6271,6460,.
S06,12,O,6499,6537,612
S06,12,O,6557,6710,612
S06,12,O,6721,6893,612
S06,12,.,6919,7234,.
S06,12,O,7259,7504,612
S06,12,O,7551,7764,1038
S06,12,O,7778,7939,1038
S06,12,O,7955,8101,1038
S06,13,.,323,475,.
S06,13,C,522,707,385
S06,13,C,730,928,385
S06,13,O,990,1157,3445
S06,13,O,1181,1379,3445
S06,13,O,1412,1669,3445
S06,13,O,1908,1935,3445
S06,13,O,1973,2102,3445
S06,13,O,2119,2349,3445
S06,13,O,2385,2705,3445
S06,13,O,2731,2895,3445
S06,13,O,2907,3160,3445
S06,13,O,3192,3395,3445
S06,13,O,3406,3543,3445
S06,13,O,3564,3755,3445
S06,13,O,3800,3990,3445
S06,13,O,4011,4289,3445
S06,13,O,4306,4497,3445
S06,13,O,4513,4912,3445
S06,13,O,4932,5026,3445
S06,13,O,5058,5110,1140
S06,13,C,5623,5891,448
S06,13,O,5916,6153,1140
S06,13,T,6176,6659,484
S06,13,O,6680,7031,1140
S06,13,O,7050,7395,1140
S06,13,O,7406,7556,1140
S06,13,C,7583,7761,448
S06,13,O,7840,8056,385
S06,14,C,235,413,1119
S06,14,C,433,614,1119
S06,14,C,622,786,1119
S06,14,C,810,1052,1119
S06,14,C,1071,1420,1119
S06,14,C,1481,1619,938
S06,14,C,1633,1917,938
S06,14,C,1940,2169,938
S06,14,C,2190,2473,938
S06,14,O,2500,2645,438
S06,14,O,2658,2949,438
S06,14,C,2987,3172,1068
S06,14,C,3187,3549,1068
S06,14,C,3566,4084,1068
S06,14,C,4141,4294,838
S06,14,C,4308,4991,838
S06,14,.,5062,5178,.
S06,14,.,5227,5429,.
S06,14,.,5443,5760,.
S06,14,O,5849,6026,1086
S06,14,O,6052,6213,1086
S06,14,O,6223,6842,1086
S06,14,O,6889,7014,1086
S06,14,.,7040,7200,.
S06,14,.,7212,7610,.
S06,14,.,7637,7904,.
S06,14,.,7953,8095,.
S06,15,C,239,392,457
S06,15,C,419,586,457
S06,15,.,608,760,.
S06,15,.,784,1080,.
S06,15,O,1131,1258,388
S06,15,O,1273,1532,388
S06,15,O,1585,1752,1994
S06,15,O,1775,1914,1994
S06,15,O,1931,2221,1994
S06,15,C,2269,2612,344
S06,15,.,2653,2838,.
S06,15,.,2848,2944,.
S06,15,.,3092,3303,.
S06,15,C,3488,3529,916
S06,15,.,3642,4484,.
S06,15,.,4494,4786,.
S06,15,C,4797,5075,916
S06,15,O,5163,5267,1994
S06,15,O,5310,5632,1994
S06,15,O,5669,5791,1994
S06,15,C,5861,6010,916
S06,15,C,6018,6375,916
S06,15,C,6393,6479,916
S06,15,O,6976,7040,1994
S06,15,O,7052,7124,1994
S06,15,O,7135,7206,1994
S06,15,O,7231,7420,1994
S06,15,O,7440,7605,1994
S06,15,O,7629,7906,1994
S06,15,C,7945,8079,457
S06,16,C,298,435,5552
S06,16,C,457,730,5552
S06,16,C,744,948,5552
S06,16,C,966,1157,5552
S06,16,C,1172,1315,5552
S06,16,C,1335,1813,5552
S06,16,C,1850,2255,5552
S06,16,C,2275,2438,5552
S06,16,C,2451,2611,5552
S06,16,C,2628,2785,5552
S06,16,C,2827,3093,1551
S06,16,C,3103,3461,1551
S06,16,C,3508,3655,5552
S06,16,C,3676,3953,5552
S06,16,C,3970,4198,5552
S06,16,C,4216,4372,5552
S06,16,C,4384,4634,5552
S06,16,C,4665,4971,5552
S06,16,C,4986,5325,5552
S06,16,C,5343,5638,5552
S06,16,C,5653,5917,5552
S06,16,C,5940,6097,5552
S06,16,C,6113,6293,5552
S06,16,C,6304,6564,5552
S06,16,C,6577,6791,5552
S06,16,C,6815,6959,5552
S06,16,C,7008,7152,1551
S06,16,C,7170,7343,1551
S06,16,C,7351,7500,1551
S06,16,C,7519,7784,1551
S06,16,C,7803,7992,1551
S06,16,O,8039,8100,62
S06,17,C,265,402,1568
S06,17,C,424,554,1568
