RECORDING_SESSION_LABEL,TRIAL_INDEX,CURRENT_FIX_INTEREST_AREA_LABEL,CURRENT_FIX_START,CURRENT_FIX_END,CURRENT_FIX_INTEREST_AREA_DWELL_TIME
S03,1,C,441,594,366
S03,1,.,640,747,.
S03,1,C,797,1031,1343
S03,1,C,1059,1335,1343
S03,1,C,1388,1569,2962
S03,1,C,1588,1781,2962
S03,1,O,1828,2135,308
S03,1,O,2182,2398,217
S03,1,C,2448,2659,366
S03,1,C,2715,2881,1343
S03,1,.,2907,3107,.
S03,1,.,3119,3388,.
S03,1,C,3425,3902,1343
S03,1,C,3927,4112,1343
S03,1,.,4132,4854,.
S03,1,C,4888,5188,2962
S03,1,C,5203,6093,2962
S03,1,C,6105,6407,2962
S03,1,C,6447,6661,2962
S03,1,C,6683,6911,2962
S03,1,C,6927,7213,2962
S03,1,C,7252,7611,2962
S03,1,.,7648,7794,.
S03,1,O,7819,8071,253
S03,2,O,421,650,1194
S03,2,C,693,878,186
S03,2,C,924,1063,922
S03,2,.,1091,1197,.
S03,2,C,1250,1422,922
S03,2,C,1437,1635,922
S03,2,C,1645,1798,922
S03,2,O,1846,2078,826
S03,2,O,2121,2292,1194
S03,2,O,2340,2538,935
S03,2,O,2610,2844,379
S03,2,O,2863,3006,379
S03,2,O,3064,3265,558
S03,2,O,3291,3480,558
S03,2,.,3503,3818,.
S03,2,O,3864,4051,826
S03,2,O,4089,4580,935
S03,2,O,4617,4884,826
S03,2,O,4900,5036,826
S03,2,O,5083,5377,1194
S03,2,O,5395,5562,1194
S03,2,O,5573,5736,1194
S03,2,O,5759,5923,1194
S03,2,O,5980,6145,558
S03,2,.,6179,6343,.
S03,2,C,6354,6470,922
S03,2,O,6517,6760,935
S03,2,O,6799,7096,586
S03,2,O,7105,7392,586
S03,2,.,7411,7602,.
S03,2,.,7654,7883,.
S03,2,C,7933,8071,922
S03,3,.,333,353,.
S03,3,E,390,505,1851
S03,3,E,530,689,1851
S03,3,E,701,931,1851
S03,3,E,964,1240,1851
S03,3,E,1258,1443,1851
S03,3,E,1473,1695,1851
S03,3,O,1749,1960,3556
S03,3,O,1980,2173,3556
S03,3,O,2185,2420,3556
S03,3,O,2465,2525,3556
S03,3,O,2572,2731,3556
S03,3,O,2754,2838,3556
S03,3,O,2932,3173,3556
S03,3,O,3219,3377,3556
S03,3,O,3395,3540,3556
S03,3,O,3564,3823,3556
S03,3,O,3872,4107,3556
S03,3,O,4123,4335,3556
S03,3,O,4351,4462,3556
S03,3,O,5021,5051,3556
S03,3,O,5087,5225,3556
S03,3,O,5553,5644,3556
S03,3,O,5681,5982,3556
S03,3,O,6002,6196,3556
S03,3,O,6236,6637,475
S03,3,O,6669,6741,475
S03,3,O,6792,7002,3556
S03,3,O,7038,7128,3556
S03,3,E,7174,7381,1851
S03,3,E,7404,7555,1851
S03,3,E,7569,7866,1851
S03,3,O,7914,8092,3556
S03,4,C,161,316,1210
S03,4,O,357,557,686
S03,4,C,591,1054,1210
S03,4,C,1092,1383,1210
S03,4,C,1399,1696,1210
S03,4,O,1768,1989,2052
S03,4,O,2054,2227,686
S03,4,O,2246,2556,686
S03,4,O,2621,2759,2052
S03,4,O,3152,3361,2052
S03,4,O,3424,3496,2052
S03,4,O,3540,3633,2052
S03,4,O,3766,4315,2052
S03,4,.,6096,6211,.
S03,4,O,6729,6908,2052
S03,4,O,6959,7261,2052
S03,4,O,7278,7558,2052
S03,4,.,7663,8107,.
S03,5,E,314,449,334
S03,5,.,484,545,.
S03,5,E,579,806,978
S03,5,E,864,1116,1080
S03,5,.,1157,1306,.
S03,5,E,1349,1546,198
S03,5,C,1593,1982,390
S03,5,.,2020,2230,.
S03,5,O,2271,2436,1029
S03,5,C,2465,2676,430
S03,5,.,2689,3058,.
S03,5,.,3097,3379,.
S03,5,.,3393,3867,.
S03,5,C,3888,4105,430
S03,5,O,4140,4368,1029
S03,5,O,4418,4605,339
S03,5,O,4624,4774,339
S03,5,E,4789,5239,451
S03,5,.,5281,5390,.
S03,5,O,5437,5708,1029
S03,5,O,5725,5888,1029
S03,5,O,5899,6096,1029
S03,5,E,6150,6273,978
S03,5,E,6296,6633,978
S03,5,E,6645,6795,978
S03,5,E,6823,6959,978
S03,5,E,7015,7282,1080
S03,5,E,7305,7578,1080
S03,5,E,7600,7884,1080
S03,5,O,7917,8097,181
S03,6,E,312,387,1039
S03,6,C,442,662,941
S03,6,.,685,927,.
S03,6,E,975,1172,1039
S03,6,O,1225,1393,2797
S03,6,O,1498,1631,2797
S03,6,O,1662,1695,2797
S03,6,O,2321,2381,421
S03,6,O,2409,2546,2797
S03,6,O,2585,2757,2797
S03,6,O,2776,2945,2797
S03,6,O,3013,3229,2797
S03,6,O,3244,3689,2797
S03,6,C,3717,3980,941
S03,6,E,4037,4273,1039
S03,6,E,4302,4513,1039
S03,6,E,4542,4670,1039
S03,6,E,4717,4903,1039
S03,6,C,4948,5403,941
S03,6,.,5458,5641,.
S03,6,O,5680,6039,421
S03,6,E,6085,6315,493
S03,6,O,6388,6622,2797
S03,6,O,6641,7235,2797
S03,6,O,7287,7475,2797
S03,6,O,7502,7695,2797
S03,6,E,7710,7971,493
S03,6,O,7989,8091,2797
S03,7,C,298,465,1287
S03,7,.,489,684,.
S03,7,.,693,912,.
S03,7,C,938,1129,1287
S03,7,O,1179,1398,893
S03,7,O,1428,1641,1520
S03,7,O,1663,1813,893
S03,7,.,1836,2108,.
S03,7,C,2129,2298,170
S03,7,C,2326,2648,1010
S03,7,O,2667,2821,893
S03,7,C,2845,3531,1010
S03,7,O,3582,3705,256
S03,7,O,3727,3858,256
S03,7,C,3906,4055,314
S03,7,C,4081,4239,1287
S03,7,.,4282,4523,.
S03,7,.,4549,5234,.
S03,7,C,5254,5467,1287
S03,7,C,5480,5846,1287
S03,7,O,5903,6314,1520
S03,7,O,6341,7234,1520
S03,7,O,7274,7490,893
S03,7,O,7510,7659,893
S03,7,C,7710,7896,1287
S03,7,C,7923,8086,314
S03,8,O,353,523,555
S03,8,O,568,780,482
S03,8,C,858,1106,635
S03,8,.,1149,1313,.
S03,8,C,1337,1598,470
S03,8,O,1654,1831,1608
S03,8,O,1857,2002,1608
S03,8,O,2020,2192,1608
S03,8,O,2210,2493,1608
S03,8,O,2540,2767,487
S03,8,O,2808,3066,487
S03,8,.,3139,3268,.
S03,8,C,3297,3563,670
S03,8,C,3582,3861,670
S03,8,C,3880,4002,670
S03,8,C,4051,4254,635
S03,8,C,4277,4458,635
S03,8,O,4482,4656,555
S03,8,O,4670,4878,555
S03,8,O,4922,5190,482
S03,8,.,5266,5475,.
S03,8,C,5500,5707,470
S03,8,.,5727,5891,.
S03,8,.,5918,6134,.
S03,8,O,6169,6412,1608
S03,8,O,6601,6912,1608
S03,8,.,6938,7298,.
S03,8,.,7328,7758,.
S03,8,O,7801,7980,1608
S03,8,O,8008,8098,1608
S03,9,C,334,509,1305
S03,9,C,534,685,1305
S03,9,O,738,941,833
S03,9,O,1008,1229,2768
S03,9,C,1274,1648,375
S03,9,.,1667,2018,.
S03,9,.,2029,2209,.
S03,9,.,2264,2432,.
S03,9,C,2453,2807,355
S03,9,O,2881,3095,2768
S03,9,O,3136,3349,2768
S03,9,O,3371,3533,2768
S03,9,O,3555,3754,2768
S03,9,O,3783,4042,2768
S03,9,.,4084,4201,.
S03,9,O,4265,4406,833
S03,9,O,4433,4741,833
S03,9,O,4760,4937,833
S03,9,C,4982,5163,1305
S03,9,C,5213,5622,1305
S03,9,C,5661,6045,1305
S03,9,.,6084,6381,.
S03,9,O,6424,6657,2768
S03,9,O,6682,6997,2768
S03,9,O,7029,7229,2768
S03,9,O,7245,7356,2768
S03,9,O,7365,7665,2768
S03,9,O,7691,8020,2768
S03,10,E,319,450,383
S03,10,O,486,652,353
S03,10,O,707,942,4494
S03,10,O,970,1155,4494
S03,10,O,1175,1516,4494
S03,10,O,1525,1680,4494
S03,10,C,1729,2015,901
S03,10,C,2034,2414,901
S03,10,.,2434,2788,.
S03,10,C,2810,3042,901
S03,10,O,3086,3325,4494
S03,10,O,3360,3517,4494
S03,10,O,3538,3694,4494
S03,10,O,3723,3969,4494
S03,10,O,3995,4161,4494
S03,10,O,4208,4584,4494
S03,10,O,4604,4902,4494
S03,10,O,4928,5026,99
S03,10,O,5069,5237,169
S03,10,O,5286,5666,4494
S03,10,O,5678,5841,4494
S03,10,O,5870,5961,4494
S03,10,O,5989,6841,4494
S03,10,O,6849,7287,4494
S03,10,O,7337,7522,353
S03,10,C,7547,7777,231
S03,10,E,7814,8064,383
S03,11,C,297,474,492
S03,11,T,558,780,1109
S03,11,.,832,973,.
S03,11,T,1003,1175,173
S03,11,O,1214,1537,533
S03,11,O,1558,1766,533
S03,11,.,1791,2037,.
S03,11,.,2077,2234,.
S03,11,.,2253,2449,.
S03,11,.,2466,2550,.
S03,11,O,2594,2720,2865
S03,11,.,2757,2899,.
S03,11,T,2917,3214,1109
S03,11,T,3231,3818,1109
S03,11,O,3881,4220,617
S03,11,O,4270,4557,2865
S03,11,O,4578,4715,2865
S03,11,O,4759,4950,2865
S03,11,O,4982,5441,2865
S03,11,O,5456,5853,2865
S03,11,O,5867,5954,2865
S03,11,O,5999,6268,2865
S03,11,O,6287,6373,2865
S03,11,O,6524,6774,2865
S03,11,O,6823,7099,617
S03,11,O,7145,7299,2865
S03,11,O,7323,7691,2865
S03,11,O,7717,7758,2865
S03,11,C,7784,8097,492
S03,12,C,299,503,1387
S03,12,C,521,1079,1387
S03,12,C,1129,1273,658
S03,12,C,1295,1586,658
S03,12,C,1598,1818,658
S03,12,C,1868,2169,1387
S03,12,C,2192,2512,1387
S03,12,C,2645,2691,2420
S03,12,C,2700,2883,2420
S03,12,C,2908,3087,2420
S03,12,C,3115,3354,669
S03,12,C,3364,3440,669
S03,12,C,3479,3559,669
S03,12,C,3566,3836,669
S03,12,C,3899,4166,2420
S03,12,C,4174,4341,2420
S03,12,C,4364,4992,2420
S03,12,C,5004,5340,2420
S03,12,C,5360,5536,2420
S03,12,C,5555,5827,2420
S03,12,C,5844,6000,2420
S03,12,.,6051,6266,.
S03,12,.,6301,6482,.
S03,12,O,6510,6604,1207
S03,12,O,6627,7080,1207
S03,12,O,7098,7382,1207
S03,12,O,7402,7774,1207
S03,12,.,7828,8096,.
S03,13,O,33,314,1258
S03,13,O,336,498,1258
S03,13,O,545,722,2977
S03,13,O,739,1118,2977
S03,13,C,1172,1389,572
S03,13,C,1410,1763,572
S03,13,O,1821,2025,1284
S03,13,E,2047,2382,336
S03,13,.,2399,2583,.
S03,13,O,2609,2889,1258
S03,13,O,2900,3241,1258
S03,13,O,3252,3441,1258
S03,13,O,3486,3752,1284
S03,13,O,3792,4046,1360
S03,13,O,4066,4241,1360
