RECORDING_SESSION_LABEL,TRIAL_INDEX,CURRENT_FIX_INTEREST_AREA_LABEL,CURRENT_FIX_START,CURRENT_FIX_END,CURRENT_FIX_INTEREST_AREA_DWELL_TIME
S08,1,.,477,601,.
S08,1,C,646,847,1694
S08,1,C,880,1590,1694
S08,1,C,1645,1963,1007
S08,1,C,1986,2188,1007
S08,1,C,2243,2473,1007
S08,1,O,2528,2882,1154
S08,1,O,2930,3396,467
S08,1,O,3442,3692,1154
S08,1,C,3732,4325,594
S08,1,C,4373,4909,537
S08,1,O,4947,5070,124
S08,1,C,5125,5546,1694
S08,1,C,5570,5928,1694
S08,1,C,5973,6226,1007
S08,1,.,6250,6722,.
S08,1,.,6745,6801,.
S08,1,O,6842,7214,1154
S08,1,O,7241,7415,1154
S08,1,.,7463,7860,.
S08,1,.,7912,8101,.
S08,2,O,424,716,866
S08,2,O,745,962,866
S08,2,O,999,1193,657
S08,2,O,1231,1526,296
S08,2,.,1564,1869,.
S08,2,O,1914,2140,227
S08,2,O,2190,2472,907
S08,2,O,2489,2821,907
S08,2,O,2861,3135,657
S08,2,O,3164,3318,866
S08,2,.,3362,3978,.
S08,2,O,4037,4331,542
S08,2,O,4375,4621,542
S08,2,C,4645,4991,1112
S08,2,C,5002,5152,1112
S08,2,C,5171,5394,1112
S08,2,C,5416,5805,1112
S08,2,O,5876,6062,657
S08,2,.,6104,6484,.
S08,2,O,6529,6698,170
S08,2,O,6741,6940,866
S08,2,O,6983,7207,713
S08,2,O,7235,7489,713
S08,2,O,7512,7744,713
S08,2,O,7784,7941,907
S08,2,O,7963,8095,907
S08,3,E,304,531,1244
S08,3,E,550,979,1244
S08,3,O,1046,1261,4444
S08,3,O,1288,1619,4444
S08,3,O,1670,1918,1244
S08,3,O,1930,2085,4444
S08,3,O,2122,2623,1244
S08,3,O,2694,3020,4444
S08,3,O,3060,3265,4444
S08,3,O,3310,3845,4444
S08,3,O,3887,4099,4444
S08,3,O,4151,4409,4444
S08,3,O,4445,4770,4444
S08,3,O,4783,5068,4444
S08,3,O,5110,5378,4444
S08,3,O,5419,5630,4444
S08,3,O,5666,5898,4444
S08,3,O,5924,6534,4444
S08,3,O,6580,6841,4444
S08,3,E,6886,7172,1244
S08,3,E,7192,7490,1244
S08,3,O,7571,7994,1244
S08,3,O,8019,8087,1244
S08,4,C,343,638,1820
S08,4,C,686,852,1820
S08,4,O,897,1145,249
S08,4,C,1190,1737,1820
S08,4,C,1778,2038,1820
S08,4,O,2080,3264,1185
S08,4,C,3303,3710,1820
S08,4,O,3760,4093,3143
S08,4,O,4123,4445,3143
S08,4,O,4501,4935,3143
S08,4,O,4980,5207,3143
S08,4,O,5248,5530,3143
S08,4,O,5554,5853,3143
S08,4,O,5904,6325,3143
S08,4,O,6366,6627,3143
S08,4,O,6653,7016,3143
S08,4,.,7064,7184,.
S08,4,C,7223,7362,1820
S08,4,.,7398,7649,.
S08,4,O,7718,7792,3143
S08,4,O,7985,8101,3143
S08,5,E,330,488,1254
S08,5,E,509,827,1095
S08,5,.,879,1037,.
S08,5,E,1085,1538,454
S08,5,.,1573,1692,.
S08,5,C,1746,2014,1019
S08,5,.,2031,2212,.
S08,5,C,2235,2505,271
S08,5,C,2533,3282,1019
S08,5,.,3332,3558,.
S08,5,E,3578,3771,194
S08,5,.,3791,4212,.
S08,5,C,4241,4505,1012
S08,5,C,4521,4761,1012
S08,5,E,4806,5581,1095
S08,5,C,5626,6131,1012
S08,5,E,6189,6384,990
S08,5,E,6406,6679,990
S08,5,E,6693,7027,990
S08,5,E,7083,7356,545
S08,5,E,7375,7645,545
S08,5,.,7705,7889,.
S08,5,E,7916,8100,990
S08,6,C,394,530,1173
S08,6,C,549,800,1173
S08,6,C,821,1059,1173
S08,6,E,1115,1450,832
S08,6,E,1503,1565,832
S08,6,C,1604,2148,1173
S08,6,O,2224,2480,1121
S08,6,O,2506,2675,1121
S08,6,O,2720,2992,884
S08,6,O,3017,3217,884
S08,6,O,3259,3603,1121
S08,6,O,3652,4002,884
S08,6,.,4050,4253,.
S08,6,O,4302,4650,1121
S08,6,O,4698,4987,533
S08,6,O,5024,5266,533
S08,6,E,5325,5637,832
S08,6,.,5680,5731,.
S08,6,O,6003,6061,884
S08,6,E,6094,6213,832
S08,6,.,6267,6404,.
S08,6,.,6448,6638,.
S08,6,.,6689,6839,.
S08,6,.,6860,7121,.
S08,6,.,7166,7580,.
S08,6,.,7608,7879,.
S08,6,.,7907,8086,.
S08,7,.,42,242,.
S08,7,.,284,440,.
S08,7,C,463,708,682
S08,7,C,744,1126,383
S08,7,C,1153,1366,214
S08,7,C,1389,1671,682
S08,7,.,1719,2049,.
S08,7,C,2068,2816,749
S08,7,.,2855,3029,.
S08,7,C,3065,3217,682
S08,7,O,3271,3517,2855
S08,7,.,3568,3798,.
S08,7,O,3842,4067,1093
S08,7,O,4082,4249,1093
S08,7,O,4292,4533,242
S08,7,O,4593,4769,2855
S08,7,O,4786,5266,2855
S08,7,O,5279,5632,2855
S08,7,O,5666,5900,2855
S08,7,O,5923,6156,2855
S08,7,O,6170,6500,2855
S08,7,O,6523,6754,2855
S08,7,O,6766,7329,2855
S08,7,O,7379,7683,1093
S08,7,O,7702,8095,1093
S08,8,C,289,465,2583
S08,8,C,491,764,2583
S08,8,C,793,1346,2583
S08,8,C,1371,1834,2583
S08,8,C,1859,2187,2583
S08,8,C,2248,2458,914
S08,8,C,2477,2729,914
S08,8,C,2749,3198,914
S08,8,O,3254,3534,2231
S08,8,O,3581,3843,2231
