RECORDING_SESSION_LABEL,TRIAL_INDEX,CURRENT_FIX_INTEREST_AREA_LABEL,CURRENT_FIX_START,CURRENT_FIX_END,CURRENT_FIX_INTEREST_AREA_DWELL_TIME
S07,1,C,353,496,1356
S07,1,C,521,650,1356
S07,1,C,702,840,1356
S07,1,C,865,1136,1356
S07,1,C,1194,1339,313
S07,1,C,1377,1534,1356
S07,1,C,1569,1593,1356
S07,1,C,1642,1808,313
S07,1,C,1838,1999,833
S07,1,O,2079,2515,605
S07,1,C,2560,2740,833
S07,1,C,2759,2909,833
S07,1,C,2951,3206,256
S07,1,C,3237,3550,314
S07,1,O,3594,3776,1269
S07,1,C,3837,4150,618
S07,1,C,4173,4476,618
S07,1,C,4519,4692,833
S07,1,O,4749,5025,1269
S07,1,O,5068,5235,605
S07,1,O,5288,5542,1269
S07,1,O,5571,5913,1269
S07,1,O,5947,6157,1269
S07,1,O,6207,6413,207
S07,1,.,6436,6662,.
S07,1,.,6689,7057,.
S07,1,C,7082,7246,833
S07,1,.,7321,7557,.
S07,1,C,7599,8040,1356
S07,1,C,8053,8098,1356
S07,2,.,443,548,.
S07,2,C,680,1273,1271
S07,2,O,1333,1558,1161
S07,2,O,1589,1764,1132
S07,2,O,1807,2032,1161
S07,2,C,2079,2238,687
S07,2,O,2270,2617,1132
S07,2,O,2658,2973,837
S07,2,.,3002,3223,.
S07,2,.,3265,3416,.
S07,2,.,3441,3612,.
S07,2,.,3632,3667,.
S07,2,.,3727,3919,.
S07,2,.,3973,4151,.
S07,2,.,4167,4331,.
S07,2,O,4373,4558,1161
S07,2,O,4580,4732,1161
S07,2,O,4765,5187,1132
S07,2,O,5230,5464,837
S07,2,.,5506,5686,.
S07,2,C,5712,5887,1271
S07,2,O,5944,6158,1161
S07,2,O,6200,6384,1132
S07,2,O,6436,6590,1161
S07,2,C,6635,7161,687
S07,2,C,7207,7353,1271
S07,2,C,7372,7725,1271
S07,2,O,7762,8047,837
S07,3,E,315,601,852
S07,3,E,626,1101,852
S07,3,E,1144,1232,852
S07,3,O,1275,1470,5424
S07,3,O,1498,1727,5424
S07,3,O,1774,2472,5424
S07,3,O,2514,3302,5424
S07,3,O,3342,3543,5424
S07,3,O,3565,3893,5424
S07,3,O,3947,4128,5424
S07,3,O,4152,4346,5424
S07,3,O,4411,4734,737
S07,3,O,4758,5053,737
S07,3,O,5077,5193,737
S07,3,O,5225,5470,5424
S07,3,O,5510,5788,5424
S07,3,O,5814,6031,5424
S07,3,O,6060,6445,5424
S07,3,O,6456,6833,5424
S07,3,O,6878,7181,5424
S07,3,O,7207,7523,5424
S07,3,O,7548,7777,5424
S07,3,O,7799,7980,5424
S07,3,O,8030,8091,5424
S07,4,O,316,602,441
S07,4,O,622,775,441
S07,4,C,822,1250,817
S07,4,C,1274,1412,817
S07,4,C,1456,1704,817
S07,4,O,1747,1960,528
S07,4,O,2010,2179,4738
S07,4,O,2202,2525,4738
S07,4,O,2555,2822,4738
S07,4,O,2877,3326,4738
S07,4,O,3379,3596,4738
S07,4,O,3653,4076,4738
S07,4,O,4117,4338,4738
S07,4,O,4386,4571,528
S07,4,O,4596,4723,528
S07,4,O,4772,5227,4738
S07,4,O,5271,5524,4738
S07,4,O,5549,5934,4738
S07,4,O,5970,6067,4738
S07,4,O,6338,6546,4738
S07,4,O,6588,6782,4738
S07,4,O,6842,7068,4738
S07,4,O,7128,7415,4738
S07,4,O,7451,7773,4738
S07,4,O,7797,8022,4738
S07,5,O,254,456,235
S07,5,E,482,658,504
S07,5,C,705,1118,592
S07,5,C,1164,1310,906
S07,5,.,1335,1500,.
S07,5,O,1564,1713,373
S07,5,.,1737,1864,.
S07,5,.,1922,2128,.
S07,5,.,2154,2343,.
S07,5,.,2364,2596,.
S07,5,C,2641,2818,592
S07,5,E,2853,2993,277
S07,5,E,3020,3155,277
S07,5,E,3208,3377,449
S07,5,E,3400,3678,449
S07,5,C,3715,4034,1087
S07,5,E,4078,4220,504
S07,5,C,4256,4706,906
S07,5,C,4728,5035,906
S07,5,.,5063,5273,.
S07,5,E,5320,5525,606
S07,5,E,5541,5940,606
S07,5,O,6007,6229,373
S07,5,.,6254,6565,.
S07,5,E,6626,6780,659
S07,5,E,6807,6990,504
S07,5,.,7016,7172,.
S07,5,C,7217,7419,1087
S07,5,C,7443,7595,1087
S07,5,C,7618,8028,1087
S07,5,O,8058,8089,235
S07,6,E,304,808,1294
S07,6,E,848,1119,1294
S07,6,.,1170,1436,.
S07,6,C,1459,1826,688
S07,6,C,1849,1926,688
S07,6,O,1987,2242,1556
S07,6,E,2270,2458,189
S07,6,O,2518,2900,964
S07,6,O,2933,3095,453
S07,6,O,3110,3299,453
S07,6,.,3324,3493,.
S07,6,O,3549,3879,964
S07,6,O,3934,4184,483
S07,6,O,4209,4440,483
S07,6,O,4486,4648,1556
S07,6,O,4713,4962,964
S07,6,O,5011,5110,453
S07,6,E,5167,5488,1294
S07,6,E,5518,5712,1294
S07,6,.,5764,6288,.
S07,6,.,6332,6416,.
S07,6,C,6504,6745,688
S07,6,O,6781,7040,1556
S07,6,O,7109,7323,1556
S07,6,O,7355,7653,1556
S07,6,O,7679,7895,1556
S07,6,O,7952,8097,1556
S07,7,C,313,731,701
S07,7,C,755,957,670
S07,7,C,1001,1288,742
S07,7,.,1314,1437,.
S07,7,O,1609,1745,1080
S07,7,O,1801,2128,1107
S07,7,O,2154,2442,1107
S07,7,C,2506,2787,701
S07,7,O,2823,3073,251
S07,7,.,3099,3380,.
S07,7,O,3425,3695,1080
S07,7,O,3740,3996,1080
S07,7,O,4021,4282,1080
S07,7,O,4317,4469,1080
S07,7,E,4497,4679,253
S07,7,E,4697,4766,253
S07,7,.,4993,5316,.
S07,7,O,5345,5524,1107
S07,7,O,5590,5726,1107
S07,7,O,5753,5925,1107
S07,7,.,5980,6299,.
S07,7,C,6327,6494,168
S07,7,.,6514,6714,.
S07,7,O,6911,7069,159
S07,7,C,7096,7549,742
S07,7,C,7595,7761,670
S07,7,C,7782,8081,670
S07,8,O,312,452,141
S07,8,O,496,702,826
S07,8,C,758,1008,1164
S07,8,O,1070,1237,826
S07,8,C,1295,1560,1164
S07,8,C,1583,1824,1164
S07,8,C,1840,2039,1164
S07,8,C,2092,2284,595
S07,8,C,2303,2704,595
S07,8,O,2888,2984,1706
S07,8,C,3006,3351,346
S07,8,O,3404,3690,1706
S07,8,O,3716,3875,1706
S07,8,O,3900,4054,1706
S07,8,O,4107,4447,1706
S07,8,O,4476,4635,751
S07,8,O,4701,4861,826
S07,8,O,4886,5175,826
S07,8,C,5228,5432,1164
S07,8,O,5483,5644,1706
S07,8,O,5672,5808,137
S07,8,O,5867,6201,751
S07,8,O,6283,6786,1706
S07,8,.,6830,7122,.
S07,8,.,7144,7740,.
S07,8,O,7809,8064,751
S07,9,C,241,365,1361
S07,9,O,393,816,424
S07,9,.,846,1052,.
S07,9,C,1102,1515,1361
S07,9,C,1554,1861,1361
S07,9,O,1924,2105,973
S07,9,.,2133,2307,.
S07,9,O,2359,2715,973
S07,9,C,2739,3154,416
S07,9,O,3235,3389,155
S07,9,C,3422,3923,502
S07,9,O,3969,4196,349
S07,9,C,4247,4445,478
S07,9,C,4457,4688,478
S07,9,C,4793,4839,478
S07,9,O,4891,5011,349
S07,9,O,5128,5214,1656
S07,9,O,5232,5470,1656
S07,9,O,5505,5786,1656
S07,9,O,5809,5937,1656
S07,9,O,5987,6149,1656
S07,9,O,6173,6414,1656
S07,9,C,6458,6828,1361
S07,9,C,6869,7011,1361
S07,9,O,7058,7491,973
S07,9,O,7520,7754,1656
S07,9,O,7784,7980,1656
S07,9,O,8009,8090,1656
S07,10,O,368,480,2823
S07,10,E,531,736,206
S07,10,C,769,1054,519
S07,10,O,1078,1587,584
S07,10,C,1614,1846,519
S07,10,O,1875,1948,584
S07,10,O,1993,2250,2823
S07,10,O,2290,2567,2823
S07,10,.,2597,2814,.
S07,10,C,2849,3141,693
S07,10,C,3161,3560,693
S07,10,O,3605,3841,2823
S07,10,O,3866,4348,2823
S07,10,O,4360,4480,2823
S07,10,O,4515,4946,2823
S07,10,O,4981,5157,1022
S07,10,O,5177,5287,2823
S07,10,O,5542,5579,2823
S07,10,O,5636,5878,2823
S07,10,O,5921,6100,2823
S07,10,O,6126,6287,2823
S07,10,O,6316,6482,2823
S07,10,O,6550,6714,1022
S07,10,O,6741,6953,565
S07,10,O,6983,7204,1022
S07,10,O,7226,7535,1022
S07,10,O,7566,7917,565
S07,10,O,7944,8091,1022
S07,11,O,302,428,2358
S07,11,T,466,665,805
S07,11,C,709,985,1653
S07,11,C,1008,1359,1653
S07,11,T,1406,1584,179
S07,11,O,1612,1887,276
S07,11,.,1909,2111,.
S07,11,O,2185,2458,2358
S07,11,O,2486,3116,2358
S07,11,O,3148,3450,2358
S07,11,O,3497,3883,2358
S07,11,C,3937,4213,1036
S07,11,C,4231,4739,1036
S07,11,C,4789,5033,1653
S07,11,C,5054,5568,1653
S07,11,C,5588,5851,1653
S07,11,T,5909,6145,805
S07,11,T,6170,6537,805
S07,11,O,6565,6847,2358
S07,11,O,6874,7134,2358
S07,11,O,7159,7250,2358
S07,11,C,7323,7572,1036
S07,11,C,7604,7796,469
S07,11,C,7814,8089,469
S07,12,O,270,414,1470
S07,12,C,458,778,1103
S07,12,C,799,1028,1103
S07,12,C,1051,1305,1103
S07,12,C,1322,1618,1103
S07,12,O,1665,1821,1470
S07,12,C,1849,2028,593
S07,12,C,2052,2215,593
S07,12,C,2235,2483,593
S07,12,O,2542,2915,1470
S07,12,O,2955,3209,1470
S07,12,O,3233,3473,1470
S07,12,O,3509,3806,1470
S07,12,C,3852,4022,411
S07,12,C,4052,4291,411
S07,12,C,4338,4706,1410
S07,12,C,4731,5301,1410
S07,12,C,5325,5794,1410
S07,12,O,5831,6197,854
S07,12,O,6274,6435,1113
S07,12,O,6473,6654,1113
S07,12,O,6684,6954,1113
S07,12,O,6979,7262,1113
S07,12,O,7281,7494,1113
S07,12,O,7561,7840,854
S07,12,O,7895,8101,854
S07,13,C,444,633,1006
S07,13,C,659,1062,1006
S07,13,C,1083,1494,1006
S07,13,O,1569,1749,1381
S07,13,O,1775,2016,1381
S07,13,O,2042,2276,235
S07,13,O,2333,2509,577
S07,13,O,2566,2940,1381
S07,13,E,2983,3160,509
S07,13,E,3182,3512,509
S07,13,C,3536,3791,256
S07,13,O,3845,4038,1381
S07,13,.,4093,4246,.
S07,13,C,4272,4665,658
S07,13,C,4682,4945,658
S07,13,O,4988,5179,1381
S07,13,E,5204,5400,197
S07,13,.,5456,5695,.
S07,13,C,5723,6138,444
S07,13,C,6160,6187,444
S07,13,O,6259,6490,577
S07,13,O,6522,6689,577
S07,13,O,6746,7083,1083
S07,13,O,7137,7405,1083
S07,13,O,7503,7658,1083
S07,13,O,7706,7947,1083
S07,13,O,8024,8101,1083
S07,14,O,276,437,413
S07,14,C,462,872,971
S07,14,C,881,1004,971
S07,14,C,1047,1196,1920
S07,14,C,1217,1381,1920
S07,14,C,1398,1655,1920
S07,14,C,1681,1927,1920
S07,14,C,1961,2109,1920
S07,14,O,2140,2295,413
S07,14,O,2318,2412,413
S07,14,C,2470,2694,758
S07,14,C,2717,3027,758
S07,14,C,3067,3237,2173
S07,14,C,3252,3700,2173
S07,14,C,3720,3893,2173
S07,14,C,3925,4812,2173
S07,14,O,4853,4980,641
S07,14,C,5031,5319,2173
S07,14,O,5357,5506,641
S07,14,O,5524,5735,641
S07,14,O,5765,5915,641
S07,14,C,5957,6139,1920
S07,14,C,6160,6514,1920
S07,14,C,6552,6897,971
S07,14,C,6942,7080,1920
S07,14,C,7105,7288,1920
S07,14,C,7311,7400,971
S07,14,C,7633,7834,2173
S07,14,C,7876,8097,758
S07,15,O,344,643,624
S07,15,O,656,979,624
S07,15,C,1004,1266,1139
S07,15,C,1289,1601,1139
S07,15,C,1625,1813,1139
S07,15,C,1837,1978,1139
S07,15,C,2016,2247,1139
S07,15,.,2294,2374,.
S07,15,C,2411,2436,690
S07,15,C,2457,3120,690
S07,15,C,3377,3485,773
S07,15,C,3508,3609,773
S07,15,C,3634,3794,773
S07,15,C,3812,3934,773
S07,15,O,3992,4304,1078
S07,15,O,4343,4765,1078
S07,15,O,4799,5019,1078
S07,15,O,5058,5132,1078
S07,15,O,5214,5259,1078
S07,15,.,6154,6451,.
S07,15,E,6476,6791,316
S07,15,O,7521,7745,225
S07,15,C,7826,8103,773
S07,16,C,296,481,641
S07,16,C,505,846,641
S07,16,C,893,1098,819
S07,16,C,1117,1312,819
S07,16,C,1361,1473,641
S07,16,C,1535,1728,819
S07,16,C,1954,2176,819
S07,16,O,2206,2384,1325
S07,16,O,2402,2494,1325
S07,16,O,2539,2810,1255
S07,16,O,2836,3178,1255
S07,16,O,3194,3374,1255
S07,16,O,3412,3568,1255
S07,16,O,3618,3945,1303
S07,16,O,4004,4148,1325
S07,16,O,4170,4347,1325
S07,16,C,4412,4626,609
S07,16,C,4645,5038,609
S07,16,O,5080,5383,507
S07,16,O,5418,5620,507
S07,16,O,5672,5930,1325
S07,16,O,5977,6169,1255
S07,16,O,6227,6491,1325
S07,16,O,6516,6721,1325
S07,16,O,6790,6984,1303
S07,16,O,7011,7140,1303
S07,16,O,7190,7386,1303
S07,16,O,7415,7696,1303
S07,16,O,7722,7892,1303
S07,16,O,7947,8055,1255
S07,17,O,287,565,987
S07,17,O,580,1287,987
S07,17,C,1323,1619,655
S07,17,C,1644,1832,655
S07,17,C,1845,2013,655
S07,17,C,2071,2347,2025
S07,17,O,2373,2987,1377
S07,17,C,3229,3471,2025
S07,17,C,3489,3928,2025
S07,17,O,3968,4729,1377
S07,17,C,4766,5123,2025
S07,17,C,5147,5461,2025
S07,17,C,5480,5871,2025
S07,17,O,5913,6056,360
S07,17,C,6077,6324,248
S07,17,O,6347,6562,360
S07,17,C,6595,6756,184
S07,17,C,6889,6910,184
S07,17,O,7410,7678,381
S07,17,O,7700,7811,381
S07,17,.,7901,8090,.
S07,18,C,201,352,423
S07,18,C,378,648,423
S07,18,E,694,921,702
S07,18,E,954,1217,702
