RECORDING_SESSION_LABEL,TRIAL_INDEX,CURRENT_FIX_INTEREST_AREA_LABEL,CURRENT_FIX_START,CURRENT_FIX_END,CURRENT_FIX_INTEREST_AREA_DWELL_TIME
S05,1,C,94,256,2497
S05,1,C,298,468,2497
S05,1,C,535,743,1325
S05,1,C,763,1273,1325
S05,1,.,1352,1624,.
S05,1,C,1689,2015,2497
S05,1,O,2075,2505,778
S05,1,C,2568,2763,1325
S05,1,C,2798,3206,1325
S05,1,O,3265,3557,603
S05,1,O,3621,3736,285
S05,1,C,3786,4057,2497
S05,1,C,4078,4250,2497
S05,1,C,4305,4458,2497
S05,1,O,4485,4634,150
S05,1,C,4655,4701,2497
S05,1,.,4732,4847,.
S05,1,C,4914,5453,2497
S05,1,C,5498,6147,2497
S05,1,O,6209,6555,778
S05,1,.,6582,7015,.
S05,1,O,7061,7370,603
S05,1,O,7438,7606,285
S05,1,O,7674,7857,184
S05,2,.,272,474,.
S05,2,O,552,909,1426
S05,2,O,975,1252,696
S05,2,O,1305,1701,1046
S05,2,O,1773,2095,506
S05,2,O,2292,2474,506
S05,2,O,2530,3219,1426
S05,2,O,3260,3677,696
S05,2,O,3718,4590,873
S05,2,O,4825,5162,757
S05,2,.,5205,5510,.
S05,2,C,5571,5860,290
S05,2,O,5929,6577,1046
S05,2,O,6603,6980,1426
S05,2,.,7076,7257,.
S05,2,.,7285,7532,.
S05,2,O,7628,8046,757
S05,3,E,370,528,3794
S05,3,E,550,887,3794
S05,3,E,1057,1396,3794
S05,3,E,1424,1762,3794
S05,3,E,1814,2121,3794
S05,3,O,2171,2456,2735
S05,3,O,2499,3025,2735
S05,3,E,3245,3396,3794
S05,3,E,3420,3902,3794
S05,3,E,3943,4402,3794
S05,3,O,4463,4731,2735
S05,3,O,4760,5128,2735
S05,3,O,5309,5714,2735
S05,3,O,5762,6029,2735
S05,3,O,6059,6330,2735
S05,3,E,6378,6601,3794
S05,3,E,6626,7014,3794
S05,3,E,7041,7642,3794
S05,3,O,7714,8051,2735
S05,4,C,331,440,3597
S05,4,C,485,879,3597
S05,4,C,898,1337,3597
S05,4,C,1345,1521,3597
S05,4,C,1544,2160,3597
S05,4,C,2179,2587,3597
S05,4,C,2604,2692,3597
S05,4,C,2903,3135,3597
S05,4,O,3172,3529,1962
S05,4,O,3577,3797,1962
S05,4,O,3842,4250,602
S05,4,O,4337,4481,145
S05,4,O,4653,4915,1962
S05,4,O,4962,5499,1962
S05,4,O,5543,5788,1962
S05,4,C,5828,5928,3597
S05,4,C,6162,6721,3597
S05,4,C,6772,6907,3597
S05,4,O,7171,7363,602
S05,4,C,7391,7720,3597
S05,4,O,7765,8100,1962
S05,5,.,390,848,.
S05,5,E,872,1409,919
S05,5,.,1458,1755,.
S05,5,C,1794,2018,759
S05,5,E,2078,2458,919
S05,5,.,2497,2634,.
S05,5,E,2685,2860,336
S05,5,E,2881,3040,336
S05,5,E,3111,3411,577
S05,5,E,3433,3708,577
S05,5,.,3762,4186,.
S05,5,C,4239,4772,759
S05,5,O,4997,5394,2281
S05,5,O,5418,5987,2281
S05,5,C,6216,6427,212
S05,5,O,6454,6627,2281
S05,5,O,6653,7014,2281
S05,5,O,7032,7309,2281
S05,5,O,7334,7576,2281
S05,5,O,7596,7794,2281
S05,5,O,8041,8097,2281
S05,6,C,569,817,1316
S05,6,C,838,1112,1316
S05,6,C,1135,1516,1316
S05,6,C,1534,1881,1316
S05,6,C,1896,1957,1316
S05,6,E,2028,2230,2394
S05,6,E,2273,2698,2394
S05,6,E,2739,2766,2394
S05,6,E,2816,3029,2394
